笔记官方地址,笔记标题,预估阅读量,点赞数,收藏数,评论数,分享数,发布时间,链接地址,是否商业笔记,报备品牌企业号,提及品牌,是否参与付费推广
https://www.xiaohongshu.com/discovery/item/6a51e2b70000000007024050?xsec_token=FBdK8COpVp0WcstLG3seOy1dj_6GwkLkuvOBj7cEK6_S4=&xsec_source=app_share&type=video,不是，现在连乞讨这个行业都要被代替了吗,1528,77,4,1,19,2026-07-11 14:29:11,http://sns-video-v4.xhscdn.com/stream/1/110/258/01ea51e2b74ee09d010370019f4fde0754_258.mp4?sign=5c3ca4b9aef14b0cb36ea06b53ecfc8e&t=6a56960f,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a50f10c000000000803ebe2?xsec_token=FBAG7eitYglT1RUxhZHQDwYuAgH3NbxJvxrDFpUYY1ELc=&xsec_source=app_share&type=video,小咪，就这样。把它狠狠的拿下,436712,26473,1941,310,3949,2026-07-10 21:18:04,http://sns-video-qc.xhscdn.com/stream/79/110/258/01ea50f10d379a9b4f0370019f4c2ddf59_258.mp4?sign=c609b73cdc9c1d48a17287de4a67e58f&t=6a57b023,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a50efea000000001c0264c0?xsec_token=FBL5SJn2EfgOkQI6kS3Exx6r3Cnz-w6fFWUlZ0G0YifXI=&xsec_source=app_share&type=video,此视频记录了一个人从绝望到nb的过程,5038,381,19,7,22,2026-07-10 21:13:14,http://sns-video-v4.xhscdn.com/stream/79/110/258/01ea50efea3b7b394f0370019f4c29a0a8_258.mp4?sign=7d6af0f5327958700e63a25a487a6552&t=6a58264a,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a50cbf1000000001700a738?xsec_token=FB5pzSF5jw_a8lArhQnQ9IXK2B9o8LQiwqWzU3EA41bds=&xsec_source=app_share&type=video,天气炎热，骑了车不要立马去充电啊,6743,240,16,9,109,2026-07-10 18:39:45,http://sns-video-v2.xhscdn.com/stream/79/110/258/01ea50cbf13b61974f0370019f4b9d08fc_258.mp4?sign=d1168ad9874fd848177a543eba00904c&t=6a57d88b,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a4f7c50000000002101485e?xsec_token=FBXnZ8tFipljiLa8YJk9ii1YI4y9l4v8ws33VYtUEa3KI=&xsec_source=app_share&type=video,诡秘，就当为了我,1218,66,6,1,13,2026-07-09 18:47:44,http://sns-video-v2.xhscdn.com/stream/79/110/258/01ea4f7c513cad044f0370019f467e0f34_258.mp4?sign=cd2ba111f6f609c337c5c1d8a8b5750d&t=6a547331,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a4f54f8000000000f02bc9b?xsec_token=FB5mcCeoJaIoNx08tnL9tZFJU_PmP3dWmRGer29MKjlvY=&xsec_source=app_share&type=video,你还能骑行，而我只能滑行,3584,311,12,2,7,2026-07-09 15:59:52,http://sns-video-qc.xhscdn.com/stream/1/110/258/01ea4f54f84ec105010370019f45e4368d_258.mp4?sign=91aecdfb7348841cc69a68bb0a21fa1a&t=6a547036,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a4e1664000000001702a7ec?xsec_token=FBOhiYkrDrBxxhnKMzBvDtUXxVj70v8LmPuHYe-HcS_Uw=&xsec_source=app_share&type=video,哥，你看你，任性了吧。让你多嘴问,3395,232,21,1,23,2026-07-08 17:20:36,http://sns-video-v4.xhscdn.com/stream/79/110/258/01ea4e16644e59ff4f0370019f41082529_258.mp4?sign=64a3b51651598703d9cdfc955dcaf058&t=6a52ee04,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a4cc744000000001603d6ff?xsec_token=FBq98I23T_-vDdSj40BcGX96xq7EWO9968J5ArNP4-SOU=&xsec_source=app_share&type=video,以一种新的角度理解夸字,1901,102,13,0,21,2026-07-07 17:30:44,http://sns-video-v4.xhscdn.com/stream/1/110/258/01ea4cc7444ef78b010370019f3bead96a_258.mp4?sign=750606efa4e687d771b386d6c9baf6a9&t=6a567f98,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a4caa16000000000f006713?xsec_token=FB0OeZYmh71Uaqm1xcLLCMHSImT1jBonCD4l4vwuU8W5s=&xsec_source=app_share&type=video,依旧是群众路线最好走啊,5694,461,29,6,16,2026-07-07 15:26:14,http://sns-video-v3.xhscdn.com/stream/79/110/258/01ea4caa173b7c0f4f0370019f3b790219_258.mp4?sign=adc469a504fdb2c4b6379a47e67ea224&t=6a55aec6,否,--,--,否
https://www.xiaohongshu.com/discovery/item/6a4b84b4000000001c0248d4?xsec_token=FBQz0KpqIfq2zlSsL7TiIPfZfjpFw8XNIo_JhzPCnGYkA=&xsec_source=app_share&type=video,国际服外挂就是多哈,668,27,5,1,9,2026-07-06 18:34:28,http://sns-video-v3.xhscdn.com/stream/79/110/258/01ea4b84b442b20d4f0370019f36fef40f_258.mp4?sign=35d9b36b916684a02699d77a3b766e72&t=6a50c482,否,--,--,否
